time,itow,lat,lon,alt,speed,accuracy
371.609, 563851279, 40.6199324, -3.5919185, 684.2143203, 22.834, 0.640
371.709, 563851379, 40.6199506, -3.5919279, 684.1723348, 22.515, 0.650
371.809, 563851479, 40.6199694, -3.5919358, 684.1177837, 22.316, 0.650
371.909, 563851579, 40.6199880, -3.5919425, 684.0727011, 22.080, 0.650
372.009, 563851679, 40.6200065, -3.5919476, 684.0402113, 21.805, 0.650
372.109, 563851779, 40.6200255, -3.5919517, 683.9924811, 21.758, 0.650
372.209, 563851879, 40.6200445, -3.5919544, 683.9870415, 21.677, 0.650
372.309, 563851979, 40.6200634, -3.5919559, 683.9516507, 21.636, 0.650
372.409, 563852079, 40.6200825, -3.5919562, 683.9075054, 21.662, 0.650
372.509, 563852179, 40.6201016, -3.5919551, 683.8568167, 21.622, 0.650
372.609, 563852279, 40.6201204, -3.5919526, 683.8235549, 21.635, 0.650
372.709, 563852379, 40.6201394, -3.5919491, 683.7810357, 21.660, 0.650
372.809, 563852479, 40.6201576, -3.5919435, 683.7790514, 21.457, 0.650
372.909, 563852579, 40.6201753, -3.5919366, 683.7867079, 21.245, 0.650
373.009, 563852679, 40.6201934, -3.5919289, 683.7861253, 21.385, 0.650
373.109, 563852779, 40.6202112, -3.5919201, 683.7537273, 21.386, 0.650
373.209, 563852879, 40.6202289, -3.5919103, 683.7082072, 21.516, 0.650
373.309, 563852979, 40.6202464, -3.5918991, 683.6840755, 21.715, 0.650
373.409, 563853079, 40.6202633, -3.5918867, 683.6708115, 21.764, 0.650
373.509, 563853179, 40.6202798, -3.5918729, 683.6477145, 21.916, 0.650
373.609, 563853279, 40.6202959, -3.5918579, 683.6090800, 21.951, 0.650
373.709, 563853379, 40.6203115, -3.5918419, 683.5474726, 22.114, 0.650
373.809, 563853479, 40.6203269, -3.5918250, 683.4662984, 22.317, 0.650
373.909, 563853579, 40.6203417, -3.5918067, 683.4652866, 22.530, 0.650
374.009, 563853679, 40.6203560, -3.5917877, 683.4220577, 22.636, 0.650
374.109, 563853779, 40.6203697, -3.5917676, 683.3905205, 22.742, 0.650
374.209, 563853879, 40.6203826, -3.5917464, 683.3646005, 22.937, 0.650
374.309, 563853979, 40.6203952, -3.5917243, 683.3314892, 23.230, 0.650
374.409, 563854079, 40.6204070, -3.5917011, 683.2891600, 23.382, 0.650
374.509, 563854179, 40.6204180, -3.5916773, 683.2697602, 23.540, 0.650
374.609, 563854279, 40.6204283, -3.5916524, 683.2135168, 23.755, 0.650
374.709, 563854379, 40.6204379, -3.5916268, 683.1885952, 23.964, 0.650
374.809, 563854479, 40.6204466, -3.5916005, 683.1449613, 24.082, 0.650
374.909, 563854579, 40.6204547, -3.5915733, 683.1144795, 24.376, 0.650
375.009, 563854679, 40.6204620, -3.5915457, 683.0896855, 24.558, 0.650
375.109, 563854779, 40.6204685, -3.5915176, 683.0709517, 24.719, 0.650
375.209, 563854879, 40.6204741, -3.5914886, 683.0758730, 24.936, 0.650
375.309, 563854979, 40.6204788, -3.5914592, 683.0537589, 25.159, 0.650
375.409, 563855079, 40.6204822, -3.5914289, 683.0858688, 25.511, 0.650
375.509, 563855179, 40.6204852, -3.5913984, 683.1145979, 25.722, 0.650
375.609, 563855279, 40.6204873, -3.5913678, 683.1320922, 25.874, 0.650
375.709, 563855379, 40.6204889, -3.5913368, 683.0971758, 26.093, 0.650
375.809, 563855479, 40.6204896, -3.5913055, 683.1057965, 26.292, 0.650
375.909, 563855579, 40.6204895, -3.5912744, 683.0791866, 26.325, 0.650
376.009, 563855679, 40.6204888, -3.5912426, 683.0252572, 26.701, 0.650
376.109, 563855779, 40.6204873, -3.5912103, 682.9485796, 26.999, 0.650
376.209, 563855879, 40.6204848, -3.5911785, 682.8960689, 27.064, 0.650
376.309, 563855979, 40.6204814, -3.5911462, 682.8919688, 27.324, 0.650
376.409, 563856079, 40.6204774, -3.5911134, 682.8568516, 27.740, 0.650
376.509, 563856179, 40.6204730, -3.5910805, 682.8097715, 28.033, 0.650
376.609, 563856279, 40.6204678, -3.5910476, 682.8126440, 28.217, 0.650
376.709, 563856379, 40.6204617, -3.5910146, 682.7888893, 28.484, 0.650
376.809, 563856479, 40.6204549, -3.5909814, 682.7676508, 28.746, 0.650
376.909, 563856579, 40.6204475, -3.5909482, 682.7775558, 28.985, 0.650
377.009, 563856679, 40.6204394, -3.5909148, 682.7500487, 29.281, 0.650
377.109, 563856779, 40.6204306, -3.5908815, 682.7477465, 29.500, 0.650
377.209, 563856879, 40.6204212, -3.5908480, 682.7121989, 29.785, 0.650
377.309, 563856979, 40.6204111, -3.5908147, 682.7037360, 30.089, 0.650
377.409, 563857079, 40.6204009, -3.5907812, 682.6577103, 30.342, 0.650
377.509, 563857179, 40.6203898, -3.5907477, 682.6261985, 30.571, 0.650
377.609, 563857279, 40.6203781, -3.5907140, 682.5591731, 30.863, 0.650
377.709, 563857379, 40.6203662, -3.5906806, 682.5376486, 31.060, 0.650
377.809, 563857479, 40.6203538, -3.5906470, 682.5232746, 31.327, 0.650
377.909, 563857579, 40.6203408, -3.5906133, 682.4450010, 31.653, 0.650
378.009, 563857679, 40.6203274, -3.5905796, 682.4189406, 31.867, 0.650
378.109, 563857779, 40.6203136, -3.5905460, 682.4149956, 32.081, 0.650
378.209, 563857879, 40.6202995, -3.5905122, 682.3990649, 32.381, 0.650
378.309, 563857979, 40.6202850, -3.5904785, 682.3596447, 32.557, 0.650
378.409, 563858079, 40.6202699, -3.5904449, 682.3437589, 32.804, 0.650
378.509, 563858179, 40.6202546, -3.5904111, 682.3115540, 33.025, 0.650
378.609, 563858279, 40.6202388, -3.5903773, 682.2652897, 33.227, 0.650
378.709, 563858379, 40.6202227, -3.5903436, 682.2330347, 33.518, 0.650
378.809, 563858479, 40.6202062, -3.5903099, 682.2006751, 33.677, 0.650
378.909, 563858579, 40.6201894, -3.5902761, 682.1251679, 33.910, 0.640
379.009, 563858679, 40.6201721, -3.5902426, 682.0775178, 34.062, 0.640
379.109, 563858779, 40.6201544, -3.5902088, 682.0317596, 34.335, 0.640
379.209, 563858879, 40.6201362, -3.5901752, 681.9774322, 34.563, 0.640
379.309, 563858979, 40.6201176, -3.5901419, 681.9415092, 34.748, 0.640
379.409, 563859079, 40.6200985, -3.5901085, 681.9024688, 35.015, 0.640
379.509, 563859179, 40.6200788, -3.5900754, 681.8569171, 35.199, 0.640
379.609, 563859279, 40.6200589, -3.5900424, 681.8672412, 35.384, 0.640
379.709, 563859379, 40.6200386, -3.5900097, 681.8424056, 35.574, 0.640
379.809, 563859479, 40.6200177, -3.5899769, 681.8122149, 35.891, 0.640
379.909, 563859579, 40.6199963, -3.5899444, 681.7885396, 36.126, 0.640
380.009, 563859679, 40.6199748, -3.5899121, 681.7750237, 36.190, 0.640
380.109, 563859779, 40.6199529, -3.5898799, 681.7659607, 36.358, 0.640
380.209, 563859879, 40.6199304, -3.5898478, 681.7450133, 36.684, 0.640
380.309, 563859979, 40.6199077, -3.5898159, 681.6946146, 36.769, 0.640
380.409, 563860079, 40.6198845, -3.5897843, 681.6530505, 36.919, 0.640
380.509, 563860179, 40.6198609, -3.5897526, 681.6462600, 37.227, 0.640
380.609, 563860279, 40.6198369, -3.5897214, 681.6280446, 37.364, 0.640
380.709, 563860379, 40.6198127, -3.5896904, 681.5956584, 37.457, 0.640
380.809, 563860479, 40.6197881, -3.5896595, 681.5817077, 37.675, 0.640
380.909, 563860579, 40.6197630, -3.5896284, 681.5779245, 37.965, 0.640
381.009, 563860679, 40.6197377, -3.5895980, 681.5289380, 38.017, 0.640
381.109, 563860779, 40.6197120, -3.5895675, 681.4817509, 38.194, 0.640
381.209, 563860879, 40.6196860, -3.5895375, 681.4487937, 38.294, 0.640
381.309, 563860979, 40.6196599, -3.5895075, 681.4548541, 38.437, 0.640
381.409, 563861079, 40.6196333, -3.5894777, 681.4225695, 38.569, 0.640
381.509, 563861179, 40.6196066, -3.5894479, 681.3799785, 38.747, 0.640
381.609, 563861279, 40.6195796, -3.5894185, 681.3657676, 38.850, 0.640
381.709, 563861379, 40.6195521, -3.5893889, 681.2989114, 39.069, 0.640
381.809, 563861479, 40.6195244, -3.5893596, 681.2427621, 39.245, 0.640
381.909, 563861579, 40.6194967, -3.5893305, 681.1869603, 39.257, 0.650
382.009, 563861679, 40.6194686, -3.5893016, 681.1428936, 39.396, 0.650
382.109, 563861779, 40.6194402, -3.5892727, 681.0385047, 39.543, 0.650
382.209, 563861879, 40.6194117, -3.5892442, 680.9490865, 39.583, 0.650
382.309, 563861979, 40.6193828, -3.5892155, 680.9030082, 39.829, 0.650
382.409, 563862079, 40.6193538, -3.5891872, 680.8936405, 39.946, 0.650
382.509, 563862179, 40.6193246, -3.5891589, 680.8472920, 40.018, 0.650
382.609, 563862279, 40.6192951, -3.5891309, 680.7687389, 40.144, 0.650
382.709, 563862379, 40.6192655, -3.5891027, 680.7413033, 40.280, 0.650
382.809, 563862479, 40.6192357, -3.5890747, 680.7000536, 40.446, 0.650
382.909, 563862579, 40.6192054, -3.5890464, 680.6585142, 40.712, 0.650
383.009, 563862680, 40.6191749, -3.5890182, 680.6539603, 40.814, 0.650
383.109, 563862780, 40.6191445, -3.5889901, 680.6438311, 41.009, 0.650
383.209, 563862880, 40.6191140, -3.5889619, 680.5838674, 41.132, 0.650
383.309, 563862980, 40.6190832, -3.5889337, 680.5524353, 41.332, 0.650
383.409, 563863080, 40.6190526, -3.5889056, 680.5039608, 41.328, 0.650
383.509, 563863180, 40.6190218, -3.5888772, 680.4615813, 41.466, 0.650
383.609, 563863280, 40.6189911, -3.5888485, 680.4001429, 41.605, 0.650
383.709, 563863380, 40.6189605, -3.5888198, 680.3282907, 41.688, 0.650
383.809, 563863480, 40.6189297, -3.5887909, 680.3085214, 41.785, 0.650
383.909, 563863580, 40.6188989, -3.5887617, 680.1939799, 41.933, 0.650
384.009, 563863680, 40.6188683, -3.5887322, 680.1341543, 42.001, 0.650
384.109, 563863780, 40.6188379, -3.5887024, 680.1134632, 42.059, 0.650
384.209, 563863880, 40.6188076, -3.5886723, 680.0764933, 42.166, 0.650
384.309, 563863980, 40.6187771, -3.5886417, 679.9849379, 42.291, 0.650
384.409, 563864080, 40.6187470, -3.5886109, 679.9064898, 42.252, 0.650
384.509, 563864180, 40.6187173, -3.5885793, 679.8150877, 42.319, 0.650
384.609, 563864280, 40.6186876, -3.5885475, 679.7686650, 42.486, 0.650
384.709, 563864380, 40.6186580, -3.5885150, 679.6657879, 42.584, 0.650
384.809, 563864480, 40.6186290, -3.5884823, 679.5951954, 42.553, 0.650
384.909, 563864580, 40.6186001, -3.5884488, 679.5010101, 42.671, 0.650
385.009, 563864680, 40.6185716, -3.5884150, 679.3829998, 42.675, 0.650
385.109, 563864780, 40.6185435, -3.5883805, 679.2630577, 42.712, 0.650
385.209, 563864880, 40.6185159, -3.5883454, 679.1253255, 42.744, 0.650
385.309, 563864980, 40.6184882, -3.5883104, 678.9232626, 42.571, 0.650
385.409, 563865080, 40.6184614, -3.5882742, 678.7447695, 42.721, 0.650
385.509, 563865180, 40.6184352, -3.5882370, 678.5843019, 42.782, 0.650
385.609, 563865280, 40.6184095, -3.5881991, 678.4485655, 42.845, 0.650
385.709, 563865380, 40.6183843, -3.5881606, 678.2435622, 42.850, 0.650
385.809, 563865480, 40.6183598, -3.5881212, 678.0519524, 42.946, 0.650
385.909, 563865580, 40.6183361, -3.5880812, 677.8693465, 42.878, 0.650
386.009, 563865680, 40.6183130, -3.5880407, 677.6270173, 42.872, 0.650
386.109, 563865780, 40.6182904, -3.5879996, 677.3138530, 42.739, 0.650
386.209, 563865880, 40.6182686, -3.5879580, 677.0033157, 42.691, 0.650
386.309, 563865980, 40.6182479, -3.5879157, 676.7092364, 42.671, 0.650
386.409, 563866080, 40.6182276, -3.5878729, 676.3691663, 42.597, 0.650
386.509, 563866180, 40.6182085, -3.5878294, 676.0541814, 42.612, 0.660
386.609, 563866280, 40.6181892, -3.5877858, 675.7197267, 42.633, 0.660
386.709, 563866380, 40.6181713, -3.5877414, 675.4229315, 42.608, 0.660
386.809, 563866480, 40.6181544, -3.5876961, 675.1352383, 42.750, 0.660
386.909, 563866580, 40.6181383, -3.5876502, 674.8323879, 42.732, 0.660
387.009, 563866680, 40.6181231, -3.5876040, 674.5553379, 42.746, 0.660
387.109, 563866780, 40.6181084, -3.5875572, 674.2370148, 42.826, 0.660
387.209, 563866880, 40.6180949, -3.5875100, 673.9478341, 42.806, 0.660
387.309, 563866980, 40.6180820, -3.5874626, 673.6394013, 42.782, 0.660
387.409, 563867080, 40.6180698, -3.5874144, 673.3011316, 42.894, 0.660
387.509, 563867180, 40.6180585, -3.5873662, 673.0210536, 42.845, 0.660
387.609, 563867280, 40.6180481, -3.5873177, 672.6843630, 42.762, 0.660
387.709, 563867380, 40.6180385, -3.5872685, 672.4331858, 42.954, 0.660
387.809, 563867480, 40.6180295, -3.5872194, 672.1269972, 42.922, 0.660
387.909, 563867580, 40.6180211, -3.5871703, 671.8226304, 42.818, 0.660
388.009, 563867680, 40.6180136, -3.5871213, 671.5542490, 42.579, 0.660
388.109, 563867780, 40.6180070, -3.5870731, 671.3206191, 41.993, 0.660
388.209, 563867880, 40.6180011, -3.5870253, 671.1027374, 41.457, 0.660
388.309, 563867980, 40.6179953, -3.5869784, 670.8217914, 40.812, 0.660
388.409, 563868080, 40.6179902, -3.5869322, 670.5768098, 40.110, 0.660
388.509, 563868180, 40.6179853, -3.5868862, 670.3114721, 39.703, 0.660
388.609, 563868280, 40.6179807, -3.5868415, 669.9766972, 38.910, 0.660
388.709, 563868380, 40.6179769, -3.5867972, 669.6853392, 38.299, 0.671
388.809, 563868480, 40.6179731, -3.5867536, 669.4142635, 37.665, 0.670
388.909, 563868580, 40.6179693, -3.5867108, 669.1635871, 37.023, 0.670
389.009, 563868680, 40.6179660, -3.5866687, 668.8936544, 36.418, 0.670
389.109, 563868780, 40.6179627, -3.5866273, 668.6435156, 35.754, 0.670
389.209, 563868880, 40.6179595, -3.5865865, 668.4278894, 35.182, 0.670
389.309, 563868980, 40.6179564, -3.5865465, 668.1839233, 34.560, 0.670
389.409, 563869080, 40.6179534, -3.5865070, 667.9758915, 33.994, 0.670
389.509, 563869180, 40.6179503, -3.5864684, 667.7431611, 33.406, 0.670
389.609, 563869280, 40.6179472, -3.5864304, 667.5422816, 32.751, 0.670
389.709, 563869380, 40.6179439, -3.5863932, 667.3222071, 32.159, 0.670
389.809, 563869480, 40.6179408, -3.5863567, 667.1785490, 31.584, 0.670
389.909, 563869580, 40.6179372, -3.5863207, 667.0040803, 31.023, 0.670
390.009, 563869680, 40.6179336, -3.5862856, 666.8310718, 30.481, 0.670
390.109, 563869780, 40.6179301, -3.5862510, 666.6422245, 29.966, 0.660
390.209, 563869880, 40.6179269, -3.5862168, 666.4606616, 29.512, 0.660
390.309, 563869980, 40.6179234, -3.5861834, 666.3070437, 29.037, 0.660
390.409, 563870080, 40.6179202, -3.5861506, 666.1555055, 28.520, 0.660
390.509, 563870180, 40.6179165, -3.5861183, 665.9833342, 28.021, 0.660
390.609, 563870280, 40.6179129, -3.5860866, 665.8647037, 27.609, 0.660
390.709, 563870380, 40.6179099, -3.5860555, 665.7216203, 27.015, 0.660
390.809, 563870480, 40.6179074, -3.5860252, 665.5889623, 26.366, 0.660
390.909, 563870580, 40.6179051, -3.5859953, 665.4546803, 25.979, 0.666
391.009, 563870680, 40.6179039, -3.5859666, 665.4555286, 25.156, 0.670
391.109, 563870780, 40.6179038, -3.5859387, 665.4602141, 24.462, 0.670
391.209, 563870880, 40.6179043, -3.5859112, 665.4855886, 23.927, 0.670
391.309, 563870980, 40.6179055, -3.5858840, 665.4902198, 23.538, 0.670
391.409, 563871080, 40.6179073, -3.5858574, 665.5130552, 23.129, 0.670
391.509, 563871180, 40.6179099, -3.5858317, 665.5311043, 22.522, 0.670
391.609, 563871280, 40.6179141, -3.5858065, 665.5828017, 22.233, 0.660
391.709, 563871380, 40.6179188, -3.5857821, 665.5996604, 21.683, 0.660
391.809, 563871480, 40.6179241, -3.5857583, 665.6061660, 21.361, 0.660
391.909, 563871580, 40.6179300, -3.5857350, 665.6068620, 21.018, 0.660
392.009, 563871680, 40.6179365, -3.5857122, 665.5816076, 20.751, 0.660
392.109, 563871780, 40.6179438, -3.5856909, 665.5605850, 20.132, 0.660
392.209, 563871880, 40.6179520, -3.5856701, 665.4957671, 19.837, 0.660
392.309, 563871980, 40.6179610, -3.5856504, 665.4056431, 19.551, 0.671
392.409, 563872080, 40.6179718, -3.5856318, 665.3944475, 19.433, 0.670
392.509, 563872180, 40.6179819, -3.5856137, 665.3334859, 19.105, 0.670
392.609, 563872280, 40.6179944, -3.5855967, 665.3015583, 19.268, 0.670
392.709, 563872380, 40.6180070, -3.5855809, 665.2878130, 19.174, 0.670
392.809, 563872480, 40.6180199, -3.5855671, 665.3262610, 18.620, 0.670
392.909, 563872580, 40.6180339, -3.5855547, 665.3661832, 18.488, 0.670
393.009, 563872680, 40.6180482, -3.5855430, 665.4171814, 18.316, 0.670
393.109, 563872780, 40.6180632, -3.5855328, 665.4615780, 18.287, 0.670
393.209, 563872880, 40.6180789, -3.5855239, 665.5420014, 18.349, 0.670
393.309, 563872980, 40.6180947, -3.5855156, 665.6623958, 18.341, 0.670
393.409, 563873080, 40.6181110, -3.5855090, 665.8769698, 18.313, 0.670
393.509, 563873180, 40.6181278, -3.5855034, 666.1078744, 18.448, 0.670
393.609, 563873280, 40.6181448, -3.5854991, 666.3366313, 18.496, 0.670
393.709, 563873380, 40.6181622, -3.5854960, 666.5548789, 18.620, 0.670
393.809, 563873480, 40.6181795, -3.5854941, 666.7710104, 18.632, 0.670
393.909, 563873580, 40.6181970, -3.5854932, 667.1211467, 18.654, 0.659
394.009, 563873680, 40.6182145, -3.5854937, 667.3052240, 18.785, 0.660
394.109, 563873780, 40.6182318, -3.5854953, 667.5154745, 18.770, 0.660
394.209, 563873880, 40.6182494, -3.5854983, 667.6827704, 18.936, 0.660
394.309, 563873980, 40.6182670, -3.5855025, 667.8014140, 19.208, 0.660
394.409, 563874080, 40.6182847, -3.5855080, 667.8549981, 19.569, 0.660
394.509, 563874180, 40.6183023, -3.5855143, 667.9248667, 19.775, 0.660
394.609, 563874280, 40.6183197, -3.5855227, 668.0059738, 19.983, 0.660
394.709, 563874380, 40.6183366, -3.5855318, 668.1327808, 20.068, 0.660
394.809, 563874480, 40.6183534, -3.5855419, 668.1991419, 20.218, 0.660
394.909, 563874580, 40.6183696, -3.5855527, 668.2678940, 20.173, 0.660
395.009, 563874680, 40.6183857, -3.5855643, 668.3811037, 20.252, 0.660
395.109, 563874780, 40.6184014, -3.5855768, 668.4780640, 20.308, 0.660
395.209, 563874880, 40.6184165, -3.5855902, 668.6035915, 20.285, 0.660
395.309, 563874980, 40.6184317, -3.5856045, 668.7116105, 20.460, 0.670
395.409, 563875080, 40.6184467, -3.5856198, 668.8374846, 20.736, 0.670
395.509, 563875180, 40.6184614, -3.5856354, 668.9700076, 20.802, 0.670
395.609, 563875280, 40.6184757, -3.5856516, 669.1186369, 20.895, 0.670
395.709, 563875380, 40.6184901, -3.5856685, 669.2304611, 21.160, 0.670
395.809, 563875480, 40.6185046, -3.5856859, 669.3252455, 21.454, 0.670
395.909, 563875580, 40.6185186, -3.5857038, 669.4185131, 21.575, 0.670
396.009, 563875680, 40.6185324, -3.5857225, 669.5147193, 21.803, 0.670
396.109, 563875780, 40.6185460, -3.5857414, 669.6082222, 21.958, 0.670
396.209, 563875880, 40.6185596, -3.5857610, 669.7371248, 22.132, 0.670
396.309, 563875980, 40.6185730, -3.5857808, 669.8794373, 22.254, 0.674
396.409, 563876080, 40.6185862, -3.5858010, 669.9558813, 22.348, 0.680
396.509, 563876180, 40.6185994, -3.5858222, 670.1265007, 22.603, 0.680
396.609, 563876280, 40.6186123, -3.5858436, 670.2959996, 22.769, 0.680
396.709, 563876380, 40.6186251, -3.5858657, 670.4752864, 22.967, 0.680
396.809, 563876480, 40.6186378, -3.5858878, 670.6259589, 23.097, 0.680
396.909, 563876580, 40.6186505, -3.5859101, 670.7011433, 23.258, 0.680
397.009, 563876680, 40.6186629, -3.5859325, 670.7833447, 23.376, 0.680
397.109, 563876780, 40.6186754, -3.5859554, 670.8880857, 23.574, 0.680
397.209, 563876880, 40.6186878, -3.5859788, 671.0340273, 23.755, 0.680
397.309, 563876980, 40.6187000, -3.5860024, 671.1827537, 23.857, 0.680
397.409, 563877080, 40.6187122, -3.5860266, 671.3081679, 24.133, 0.680
397.509, 563877180, 40.6187242, -3.5860509, 671.4344875, 24.305, 0.680
397.609, 563877280, 40.6187363, -3.5860754, 671.6038677, 24.374, 0.680
397.709, 563877380, 40.6187481, -3.5861004, 671.7378912, 24.589, 0.680
397.809, 563877480, 40.6187597, -3.5861259, 671.8898840, 24.749, 0.680
397.909, 563877580, 40.6187713, -3.5861514, 672.0517328, 24.939, 0.680
398.009, 563877680, 40.6187829, -3.5861774, 672.1888186, 25.187, 0.680
398.109, 563877780, 40.6187942, -3.5862040, 672.3545727, 25.377, 0.680
398.209, 563877880, 40.6188053, -3.5862305, 672.5289691, 25.466, 0.680
398.309, 563877980, 40.6188165, -3.5862577, 672.7025448, 25.717, 0.680
398.409, 563878080, 40.6188273, -3.5862855, 672.9362607, 26.002, 0.680
398.509, 563878180, 40.6188381, -3.5863132, 673.1599896, 26.121, 0.670
398.609, 563878280, 40.6188488, -3.5863412, 673.3153946, 26.319, 0.670
398.709, 563878380, 40.6188593, -3.5863696, 673.4501042, 26.509, 0.670
398.809, 563878480, 40.6188697, -3.5863983, 673.6335880, 26.680, 0.670
398.909, 563878580, 40.6188800, -3.5864270, 673.7883087, 26.782, 0.670
399.009, 563878680, 40.6188904, -3.5864564, 673.9506145, 27.101, 0.670
399.109, 563878780, 40.6189006, -3.5864857, 674.1079938, 27.229, 0.670
399.209, 563878880, 40.6189107, -3.5865156, 674.2675398, 27.411, 0.670
399.309, 563878980, 40.6189208, -3.5865456, 674.4468720, 27.571, 0.670
399.409, 563879080, 40.6189310, -3.5865760, 674.6254407, 27.742, 0.670
399.509, 563879180, 40.6189411, -3.5866063, 674.8009468, 27.919, 0.670
399.609, 563879280, 40.6189513, -3.5866369, 674.9278366, 28.097, 0.670
399.709, 563879380, 40.6189616, -3.5866677, 675.0623051, 28.274, 0.671
399.809, 563879480, 40.6189718, -3.5866986, 675.1962736, 28.456, 0.660
399.909, 563879580, 40.6189822, -3.5867296, 675.3458691, 28.611, 0.660
400.009, 563879680, 40.6189927, -3.5867608, 675.4699291, 28.745, 0.660
400.109, 563879780, 40.6190035, -3.5867923, 675.6696770, 28.990, 0.660
400.209, 563879880, 40.6190140, -3.5868237, 675.7638389, 29.129, 0.660
400.309, 563879980, 40.6190249, -3.5868553, 675.9405971, 29.195, 0.660
400.409, 563880080, 40.6190357, -3.5868870, 676.0278106, 29.453, 0.660
400.509, 563880180, 40.6190467, -3.5869189, 676.1739324, 29.574, 0.660
400.609, 563880280, 40.6190578, -3.5869510, 676.2838651, 29.767, 0.660
400.709, 563880380, 40.6190690, -3.5869832, 676.3754826, 29.930, 0.660
400.809, 563880480, 40.6190805, -3.5870157, 676.5228867, 30.098, 0.660
400.909, 563880580, 40.6190918, -3.5870482, 676.6229300, 30.261, 0.660
401.009, 563880680, 40.6191034, -3.5870808, 676.7194249, 30.439, 0.660
401.109, 563880780, 40.6191152, -3.5871137, 676.8560654, 30.570, 0.660
401.209, 563880880, 40.6191271, -3.5871465, 676.9753957, 30.670, 0.650
401.309, 563880980, 40.6191391, -3.5871794, 677.0748427, 30.832, 0.650
401.409, 563881080, 40.6191512, -3.5872125, 677.2003637, 31.010, 0.650
401.509, 563881180, 40.6191634, -3.5872458, 677.2790734, 31.120, 0.650
401.609, 563881280, 40.6191756, -3.5872791, 677.3958695, 31.251, 0.650
401.709, 563881380, 40.6191882, -3.5873128, 677.5003021, 31.454, 0.650
401.809, 563881480, 40.6192007, -3.5873463, 677.5819189, 31.586, 0.650
401.909, 563881580, 40.6192133, -3.5873801, 677.6679643, 31.770, 0.650
402.009, 563881681, 40.6192262, -3.5874143, 677.7602909, 31.883, 0.650
402.109, 563881781, 40.6192389, -3.5874482, 677.8531445, 31.981, 0.650
402.209, 563881881, 40.6192517, -3.5874825, 677.9458580, 32.166, 0.650
402.309, 563881981, 40.6192647, -3.5875170, 678.0465331, 32.357, 0.650
402.409, 563882081, 40.6192776, -3.5875515, 678.1089687, 32.492, 0.650
402.509, 563882181, 40.6192908, -3.5875862, 678.1958965, 32.633, 0.650
402.609, 563882281, 40.6193039, -3.5876210, 678.3078279, 32.763, 0.650
402.709, 563882381, 40.6193168, -3.5876557, 678.3249339, 32.799, 0.650
402.809, 563882481, 40.6193298, -3.5876900, 678.4291107, 32.537, 0.650
402.909, 563882581, 40.6193431, -3.5877240, 678.5339247, 32.435, 0.650
403.009, 563882681, 40.6193562, -3.5877575, 678.5833756, 32.171, 0.650
403.109, 563882781, 40.6193693, -3.5877908, 678.6712468, 31.846, 0.650
403.209, 563882881, 40.6193824, -3.5878231, 678.7383062, 31.347, 0.650
403.309, 563882981, 40.6193958, -3.5878552, 678.7945318, 31.102, 0.650
403.409, 563883081, 40.6194089, -3.5878866, 678.8057996, 30.721, 0.650
403.509, 563883181, 40.6194224, -3.5879174, 678.8397827, 30.292, 0.650
403.609, 563883281, 40.6194359, -3.5879475, 678.8589157, 29.875, 0.650
403.709, 563883381, 40.6194497, -3.5879767, 678.8819742, 29.419, 0.650
403.809, 563883481, 40.6194636, -3.5880051, 678.8930858, 28.925, 0.650
403.909, 563883581, 40.6194779, -3.5880327, 678.8918981, 28.563, 0.650
404.009, 563883681, 40.6194924, -3.5880594, 678.8928953, 28.075, 0.650
404.109, 563883781, 40.6195073, -3.5880850, 678.8936122, 27.691, 0.650
404.209, 563883881, 40.6195226, -3.5881099, 678.9002218, 27.315, 0.650
404.309, 563883981, 40.6195383, -3.5881340, 678.8989053, 27.014, 0.650
404.409, 563884081, 40.6195545, -3.5881570, 678.9163585, 26.738, 0.650
404.509, 563884181, 40.6195709, -3.5881794, 678.9166428, 26.481, 0.650
404.609, 563884281, 40.6195878, -3.5882008, 678.9078537, 26.241, 0.650
404.709, 563884381, 40.6196053, -3.5882215, 678.9032922, 26.143, 0.650
404.809, 563884481, 40.6196232, -3.5882409, 678.9308906, 25.985, 0.650
404.909, 563884581, 40.6196416, -3.5882595, 678.9255293, 25.828, 0.650
405.009, 563884681, 40.6196605, -3.5882770, 678.9226174, 25.787, 0.650
405.109, 563884781, 40.6196797, -3.5882936, 678.9136344, 25.664, 0.650
405.209, 563884881, 40.6196992, -3.5883091, 678.9160248, 25.576, 0.650
405.309, 563884981, 40.6197190, -3.5883236, 678.8951381, 25.506, 0.650
405.409, 563885081, 40.6197390, -3.5883366, 678.8685237, 25.362, 0.650
405.509, 563885181, 40.6197594, -3.5883481, 678.8809553, 25.243, 0.650
405.609, 563885281, 40.6197796, -3.5883577, 678.8681423, 24.859, 0.650
405.709, 563885381, 40.6197998, -3.5883658, 678.8668447, 24.535, 0.650
405.809, 563885481, 40.6198206, -3.5883727, 678.8825632, 24.430, 0.650
405.909, 563885581, 40.6198415, -3.5883788, 678.8212590, 24.356, 0.650
406.009, 563885681, 40.6198627, -3.5883833, 678.8447349, 24.314, 0.650
406.109, 563885781, 40.6198840, -3.5883868, 678.8348047, 24.286, 0.650
406.209, 563885881, 40.6199052, -3.5883893, 678.7841169, 24.232, 0.650
406.309, 563885981, 40.6199262, -3.5883903, 678.7523509, 24.076, 0.650
406.409, 563886081, 40.6199470, -3.5883899, 678.6754608, 23.960, 0.650
