time,battPow
415.136, 238808480
415.236, 237937984
415.336, 236745584
415.436, 239013776
415.586, 238797376
415.686, 237831984
415.786, 238909776
415.886, 235660784
415.986, 240744976
416.086, 230329584
416.186, 219106784
416.336, 211418384
416.436, 179998192
416.536, 156590784
416.636, 159451488
416.786, 158300992
416.886, 164126384
416.986, 170148784
417.086, 192434592
417.186, 209850288
417.286, 214054192
417.386, 216582992
417.536, 221843184
417.636, 222482688
417.736, 219072784
417.836, 217563984
417.936, 215363392
418.036, 213726880
418.136, 213399584
418.286, 213203984
418.386, 211326688
418.486, 211895984
418.586, 212876992
418.786, 211763088
418.886, 213049184
418.986, 210478992
419.136, 215423984
419.236, 225028976
419.336, 229802976
419.436, 218945984
419.536, 198479392
419.636, 181112592
419.786, 174838784
419.886, 181992288
419.986, 189717584
420.086, 193224784
420.186, 182601392
420.286, 169506992
420.436, 169884288
420.536, 186587984
420.636, 195526384
420.736, 190768288
420.836, 200237584
420.986, 196293584
421.086, 202095680
421.186, 199654992
421.286, 203297984
421.436, 203221184
421.536, 201549184
421.686, 200748992
421.786, 201221280
421.886, 203002784
421.986, 204172384
422.136, 202204992
422.236, 201767792
422.436, 201405392
422.586, 200967792
422.686, 202095680
422.786, 201186592
422.886, 200092592
422.986, 199654992
423.086, 202675184
423.186, 203985584
423.336, 201986384
423.386, 202314288
423.536, 202675184
423.636, 203516592
423.736, 202314288
423.886, 201221280
423.986, 202456784
424.186, 202347584
424.286, 203580592
424.486, 205762592
424.586, 205186784
424.686, 203439584
424.786, 203297984
424.936, 201037184
425.036, 200893392
425.236, 200784080
425.336, 201692384
425.436, 202456784
425.586, 203439584
425.686, 203767184
425.786, 204998880
425.886, 205217088
425.986, 203330384
426.186, 201146384
426.386, 200054384
426.536, 199800384
426.636, 200709584
426.736, 201364784
426.986, 201801584
427.086, 201255584
427.186, 202053184
427.286, 202598688
427.386, 203330384
427.486, 203253280
427.586, 203471488
427.736, 203362384
427.836, 204126080
427.936, 206881984
428.136, 206663984
428.286, 207317984
428.386, 208652384
428.486, 210527984
428.586, 212159984
428.686, 213269392
428.786, 214573792
428.886, 213378080
429.036, 212703984
429.136, 212182384
429.236, 213160688
429.336, 214810784
429.536, 215570992
429.636, 215225984
429.736, 213724784
429.886, 215679584
429.986, 217091392
430.086, 215136592
430.186, 213921584
430.286, 213269392
430.436, 214810784
430.536, 213704192
430.636, 212421584
430.836, 213616192
430.986, 216348992
431.086, 219632384
431.186, 222219984
431.286, 221894784
431.386, 224190384
431.486, 225164176
431.586, 226901888
431.736, 227118080
431.836, 227550480
431.936, 227766688
432.036, 227982880
432.136, 227550480
432.236, 228316384
432.386, 230474384
432.486, 230579984
432.586, 231337584
432.686, 231121776
432.786, 231553376
432.886, 231984976
432.986, 231661280
433.086, 190957488
433.236, 97061192
433.336, 48194996
433.436, 21489298
433.536, 11607599
433.636, 8079799.5
433.786, 6833999.5
433.886, 6492299.5
433.986, 6269999.5
434.186, 6275499.5
434.286, 6269999.5
434.386, 6161399.5
434.636, 6275499.5
434.736, 6166799.5
434.836, 6280999.5
435.036, 6286499.5
435.336, 6172199.5
435.486, 6286499.5
435.786, 6291999.5
436.086, 6297499.5
436.336, 6291999.5
436.436, 6182999.5
436.736, 6297499.5
436.886, 6188399.5
436.986, 6182999.5
437.086, 6188399.5
437.586, 6302999.5
437.736, 6188399.5
437.936, 6308499.5
438.036, 6188399.5
438.136, 6193799.5
438.486, 6308499.5
438.686, 7792799.5
438.786, 28361098
438.886, 46121596
439.036, 56976996
439.136, 63787896
439.236, 72044696
439.336, 84863096
439.436, 109997696
439.586, 138332784
439.686, 165307984
439.786, 182931984
439.886, 189274784
439.986, 190205184
440.086, 191463888
440.186, 195029984
440.286, 197819984
440.436, 197710080
440.536, 199067392
440.636, 202031984
440.786, 204403984
440.886, 206297984
440.986, 208188192
441.086, 210376192
441.186, 212369888
441.286, 213900080
441.386, 216434384
441.536, 217872688
441.636, 218963680
441.736, 220615984
441.836, 221611488
441.936, 223801584
442.086, 226739184
442.186, 227400384
442.286, 229254576
442.386, 230014784
442.486, 231430480
442.586, 234035584
442.686, 235119584
442.786, 236311984
442.936, 237501888
443.036, 238259984
443.136, 239013776
443.236, 239225280
443.336, 239333376
443.486, 240306288
443.586, 240630576
443.686, 241487984
443.786, 243971984
443.886, 243961888
443.986, 244501376
444.086, 245244976
444.186, 246430784
444.336, 245568384
444.436, 246754176
444.536, 245999584
444.636, 244274784
444.786, 243951376
444.886, 243627984
444.986, 243940480
445.086, 244694384
445.186, 246834384
445.286, 248647488
445.386, 249184976
445.536, 249416784
445.636, 248862480
445.836, 248738384
445.936, 247986576
446.086, 248432480
446.186, 248630976
446.286, 247771776
446.386, 246712480
446.486, 245959984
446.586, 245435584
446.686, 244132480
446.786, 242960784
446.886, 241992384
447.036, 241552480
447.136, 241131584
447.236, 240055584
447.336, 238555488
447.436, 237693888
447.536, 235647584
447.686, 236504784
447.786, 238112480
447.886, 236935184
447.986, 235966784
448.086, 235109088
448.186, 235213584
448.286, 234032080
448.386, 231446576
448.536, 228532176
448.636, 224315984
448.736, 222263984
448.836, 223883984
448.936, 222479984
449.086, 219970592
449.186, 216816592
449.286, 215625280
449.386, 213242688
449.486, 210512784
449.586, 209862384
449.686, 209103584
449.786, 209428784
449.886, 208536992
450.036, 208102992
450.136, 204710992
450.236, 201312384
450.336, 199355792
450.436, 195404784
450.586, 194207984
450.686, 192275984
450.786, 191076992
450.886, 189223984
450.986, 188197488
451.086, 185967584
451.186, 184378992
451.336, 184984784
451.436, 183237584
451.536, 181328688
451.636, 180126384
451.786, 178540784
451.886, 176790384
451.986, 159518688
452.086, 88874992
452.186, 45279996
452.286, 21545998
452.386, 11463499
452.486, 7951999.5
452.636, 6815999.5
452.736, 6480899.5
452.836, 6258999.5
453.086, 6145199.5
453.186, 6264499.5
453.386, 6150599.5
453.486, 6264499.5
453.786, 6269999.5
454.036, 6275499.5
454.336, 6161399.5
454.436, 6275499.5
454.586, 6161399.5
454.886, 6280999.5
454.986, 6275499.5
455.086, 6280999.5
455.186, 6166799.5
455.386, 6280999.5
455.486, 6286499.5
455.686, 6172199.5
456.036, 6286499.5
456.386, 6177599.5
456.686, 6291999.5
456.786, 6400799.5
456.886, 10401299
457.036, 15403499
457.136, 23918998
457.236, 30953598
457.336, 35050396
457.486, 39191996
457.586, 54691996
457.686, 80927992
457.786, 92647496
457.886, 98399392
457.986, 108095392
458.086, 116279688
458.236, 122311488
458.436, 124880392
458.536, 130226592
458.636, 135897296
458.786, 133242488
458.886, 134784288
458.986, 133671288
459.086, 133448688
459.186, 133568592
459.286, 134672992
459.486, 135340784
459.636, 136008592
459.736, 136342496
459.836, 137109584
459.936, 138110384
460.036, 139208288
460.186, 138319488
460.286, 139874896
460.386, 141763584
460.486, 143522992
460.586, 144188992
460.686, 145500784
460.836, 147496992
460.936, 59465096
461.136, 28410898
461.236, 14503399
461.386, 9258299
461.486, 7315199.5
461.586, 6515099.5
461.686, 6400799.5
461.786, 6286499.5
461.986, 6177599.5
462.086, 6291999.5
462.336, 6177599.5
462.436, 6297499.5
462.536, 6177599.5
462.636, 6182999.5
462.786, 6297499.5
462.886, 6182999.5
462.986, 6297499.5
463.186, 6640999.5
463.286, 13373099
463.386, 13842399
463.486, 18940598
463.586, 36011196
463.736, 61756296
463.836, 85086792
463.936, 99296992
464.036, 115386088
464.186, 135674688
464.286, 143559184
464.386, 146874192
464.486, 150207184
464.586, 152651392
464.686, 154400992
464.786, 155895584
464.936, 160922992
465.036, 160105984
465.136, 159740096
465.336, 165599984
465.436, 168733488
465.536, 168070496
465.636, 172113584
465.786, 174715184
465.886, 176650592
465.986, 177972992
466.086, 179352880
466.186, 180894288
466.286, 181059984
466.386, 181829984
466.536, 183642880
466.636, 185452192
466.736, 186550192
466.836, 189122784
466.936, 190923184
467.086, 195019488
467.186, 197029392
467.286, 199107984
467.386, 201658480
467.486, 203657984
467.586, 204094784
467.686, 206387984
467.836, 207835488
467.936, 208080992
468.036, 209933984
468.136, 212028288
468.236, 213139184
468.386, 212595184
468.486, 215423984
468.586, 217091392
468.686, 218285984
468.786, 219263392
468.886, 220363488
468.986, 222328384
469.086, 223087184
469.186, 224496384
469.336, 223954384
469.436, 223747776
469.536, 223954384
469.636, 223856080
469.736, 224939088
469.836, 226246176
469.986, 225047376
470.086, 225813376
470.186, 226901888
470.286, 227219984
470.386, 227874784
470.486, 228199088
470.636, 227226176
470.736, 226907984
470.836, 227771984
470.936, 228311984
471.036, 228424288
471.136, 228640080
471.286, 228527984
471.386, 227771984
471.536, 227345280
471.686, 227231984
471.786, 227668976
471.886, 227339984
471.986, 226043984
472.136, 224531984
472.236, 222253584
472.336, 220619792
472.436, 218347584
472.586, 217806592
472.686, 215733584
472.786, 212917792
472.886, 210837984
472.986, 208645488
473.086, 207017984
473.186, 204847984
473.336, 202430384
473.436, 201887392
473.536, 199681888
473.686, 197833984
473.786, 195948784
473.886, 193663984
473.986, 190858992
474.086, 187370992
474.186, 186124592
474.286, 183942592
474.386, 182415184
474.536, 181215088
474.686, 181324192
474.786, 182415184
474.886, 179852384
474.986, 178869584
475.136, 178105184
475.236, 175258784
475.386, 173617792
475.486, 172523792
475.586, 170053488
475.686, 168958480
475.886, 168804192
475.986, 168848992
476.086, 167315984
476.186, 165605584
476.286, 165386384
476.386, 165167184
476.486, 164906992
476.636, 163194384
476.736, 162575392
476.836, 161478384
476.936, 161368688
477.036, 161039584
477.136, 160381392
477.236, 160856992
477.386, 160710496
477.486, 161807488
477.586, 162026896
477.686, 160052288
477.786, 158990384
477.886, 159613488
478.036, 159649184
478.136, 160600784
478.236, 160966784
478.336, 159539392
478.436, 158880592
478.536, 156904192
478.636, 155948096
478.786, 157266896
478.886, 156827296
478.986, 155838192
479.086, 155508496
479.186, 155948096
479.286, 155147392
479.436, 155586592
479.536, 155696384
479.636, 157123792
479.736, 157376784
479.886, 157343392
479.986, 157047088
480.086, 157123792
480.186, 157343392
480.286, 157782592
480.386, 157453184
480.486, 157486688
480.586, 157892384
480.686, 158002192
480.836, 158146096
480.936, 158221792
481.036, 157123792
481.136, 157892384
481.236, 158880592
481.386, 161258992
481.486, 162136592
481.586, 163014192
481.686, 162975184
481.786, 163123888
481.886, 163782096
481.986, 163303984
482.086, 163672384
482.236, 164947984
482.336, 166330496
482.436, 167534992
482.536, 166482384
482.686, 166877984
482.786, 168694784
482.886, 170007584
482.986, 170663984
483.086, 170992192
483.186, 171163792
483.286, 173131184
483.436, 173289584
483.536, 173131184
483.636, 175535792
483.736, 176467184
483.836, 177995984
483.936, 177013184
484.036, 177942080
484.186, 178596688
484.286, 178814880
484.386, 180070784
484.486, 179306384
484.586, 178760384
484.686, 177668384
484.786, 178051184
484.886, 179033088
485.086, 179796784
485.186, 179958992
485.286, 178160288
485.386, 177723888
485.486, 178596688
485.636, 180778688
485.736, 181375984
485.836, 183278688
485.936, 184367680
486.036, 187027184
486.186, 187897584
486.286, 187462384
486.386, 186763488
486.486, 187090192
486.586, 187135984
486.686, 182800784
486.836, 114902488
486.936, 60745296
487.036, 28161898
487.136, 13935899
487.236, 8837399
487.386, 7137899.5
487.486, 6577199.5
487.586, 6350399.5
487.686, 6242499.5
487.886, 6128999.5
488.086, 6242499.5
488.336, 6134399.5
488.686, 6139799.5
488.886, 6253499.5
488.986, 6145199.5
489.186, 6258999.5
489.386, 6145199.5
489.486, 6258999.5
489.636, 6150599.5
489.736, 6264499.5
489.836, 6145199.5
489.936, 6264499.5
490.086, 6150599.5
490.186, 6264499.5
490.286, 6150599.5
490.386, 6264499.5
490.486, 6150599.5
490.586, 6264499.5
490.686, 6155999.5
490.936, 6269999.5
491.236, 6155999.5
491.486, 6161399.5
491.586, 6269999.5
491.686, 6275499.5
491.786, 22093498
491.886, 43466496
492.036, 63844196
492.186, 71887496
492.286, 83850792
492.386, 97402392
492.536, 106705496
492.636, 121987792
492.736, 143409584
492.836, 160085392
492.936, 168189984
493.036, 173092480
493.186, 177107392
493.286, 180346784
493.386, 183141584
493.486, 185164480
493.636, 186417584
493.736, 188651792
493.836, 192082784
493.986, 194594384
494.136, 196270880
494.236, 198924992
494.336, 200702688
494.436, 202150384
494.536, 203921184
494.636, 206774384
494.786, 208620592
494.886, 210140992
494.986, 210923984
495.086, 212138784
495.186, 215282384
495.336, 218022992
495.436, 220848288
495.536, 222037376
495.636, 223883984
495.736, 225726784
495.886, 226158384
495.986, 228212576
496.086, 229937376
496.186, 231016480
496.286, 232631984
496.386, 232738784
496.536, 234457488
496.686, 235747488
496.786, 237139184
496.886, 235424976
496.986, 234564976
497.086, 235317488
497.186, 234668976
497.336, 234561584
497.436, 234668976
497.536, 234450480
497.636, 235308880
497.736, 236274576
497.886, 238305584
497.986, 238948784
498.086, 241510480
498.186, 242140976
498.286, 244280976
498.386, 245426384
498.486, 246814784
498.586, 246280784
498.736, 246707984
498.936, 247543984
499.036, 246601184
499.136, 246387584
499.286, 246156880
499.386, 247098784
499.486, 248591184
499.636, 247631776
499.736, 245836784
499.836, 240845680
499.936, 239338784
500.036, 239125184
500.186, 240395088
500.286, 241248688
500.386, 240833984
500.486, 238173184
500.586, 236997280
500.686, 235821376
500.836, 234324784
500.936, 234650976
501.036, 232296976
501.236, 230050784
501.336, 228658480
501.486, 227694576
501.586, 227373280
501.686, 226837776
501.786, 227051984
501.886, 226727984
501.986, 224583984
502.086, 223404784
502.186, 222011184
502.336, 221475184
502.436, 220394176
502.536, 218881184
502.636, 216182480
502.736, 215537488
502.886, 213940784
502.986, 212742480
503.086, 211452480
503.186, 212437184
503.286, 212007584
503.386, 209927584
503.486, 208442480
503.636, 206676288
503.736, 201665088
503.836, 204894992
503.936, 202283984
504.036, 194039488
504.186, 201347488
504.286, 214735488
504.386, 220501488
504.486, 212957488
504.586, 211882480
504.686, 208098384
504.786, 208334992
504.886, 205143392
505.036, 203337584
505.136, 201693792
505.236, 199938688
505.336, 198428080
505.436, 198783184
505.536, 197780688
505.686, 191081184
505.786, 184124480
505.886, 172061984
505.986, 147790784
506.086, 117009888
506.186, 96617592
506.286, 96198296
506.386, 102782392
506.536, 113733288
506.636, 118577688
506.736, 126709192
506.836, 137860496
506.936, 150994384
507.086, 149275184
507.186, 107805592
507.286, 59241596
507.386, 28738498
507.486, 14663999
507.586, 9257799
507.686, 7225599.5
507.786, 6553999.5
507.936, 6214999.5
508.136, 6107399.5
508.386, 6220499.5
508.686, 6112799.5
508.786, 6225999.5
508.886, 6112799.5
508.986, 6225999.5
509.236, 6231499.5
509.586, 6118199.5
509.786, 6231499.5
509.886, 6236999.5
510.136, 6123599.5
510.236, 6236999.5
510.486, 6123599.5
510.686, 6236999.5
510.886, 6123599.5
510.986, 6242499.5
511.086, 6128999.5
511.186, 6242499.5
511.436, 6128999.5
511.536, 6242499.5
511.736, 6247999.5
511.836, 6134399.5
511.986, 6247999.5
512.086, 6696499.5
512.186, 18111998
512.286, 28023998
512.386, 33786996
512.536, 39367196
512.636, 53903996
512.736, 83104392
512.836, 112018792
512.936, 128511488
513.036, 138772784
513.186, 147423888
513.286, 151194384
513.386, 147360784
513.486, 148769984
513.586, 146565984
513.686, 145485696
513.786, 145904784
513.886, 146235392
514.036, 146565984
514.136, 146763296
514.236, 147754192
514.336, 149269984
514.436, 150369984
514.536, 150589984
514.686, 153310496
514.786, 154049392
514.886, 155257184
514.986, 156025792
515.086, 156387696
515.186, 157419488
515.336, 158626192
515.486, 158955296
515.586, 159174688
515.686, 160892784
515.786, 162278992
515.886, 164140496
516.036, 166178592
516.186, 167163184
516.286, 169132384
516.386, 170180080
516.486, 171443984
516.586, 172645184
516.686, 173349792
516.836, 173081984
516.936, 173796288
517.036, 173846384
517.136, 174232688
517.236, 176305584
517.386, 177723888
517.486, 178868992
517.586, 179522992
517.686, 180773984
517.786, 182239984
517.886, 183110384
517.986, 185007392
518.086, 185985680
518.236, 186466192
518.336, 186963984
518.436, 186574784
518.536, 187181392
518.636, 187660784
518.736, 189289792
518.986, 189983488
519.086, 191176992
519.186, 191867984
519.286, 192626784
519.386, 193060384
519.486, 194361184
519.636, 194073584
519.736, 194794784
519.836, 194398480
519.936, 194506784
520.086, 195048288
520.186, 195841984
520.286, 198546992
520.386, 198687792
520.486, 200525488
520.586, 200987984
520.686, 200447984
520.936, 201527984
521.036, 202715984
521.136, 202175984
521.236, 200663984
521.386, 201959984
521.486, 202851984
521.586, 204119984
521.686, 202283984
521.786, 201233488
521.886, 201665088
521.986, 202528288
522.136, 201772992
522.236, 202744080
522.336, 200909792
522.436, 200586080
522.536, 154618784
522.636, 81910792
522.786, 39374996
522.886, 18595498
522.986, 10264799
523.086, 7557599.5
523.186, 6661099.5
523.286, 6322399.5
523.386, 6214999.5
523.636, 6101999.5
523.736, 6220499.5
523.836, 6101999.5
523.936, 6220499.5
524.286, 6225999.5
524.486, 6220499.5
524.586, 6112799.5
524.786, 6225999.5
525.036, 6118199.5
525.136, 6231499.5
525.686, 10970699
525.786, 14829199
525.886, 17869798
525.986, 19226998
526.086, 18887698
526.186, 20565998
526.286, 31753198
526.436, 47502896
526.536, 59861396
526.636, 65407996
526.736, 75397496
526.886, 89485192
526.986, 100767696
527.086, 113246096
527.186, 130366592
527.286, 149108384
527.386, 156980688
527.486, 159942592
527.636, 161769584
527.736, 163194384
527.836, 164687984
527.936, 165235488
528.036, 166069184
528.186, 168540592
528.286, 171334784
528.386, 173081984
528.486, 173627984
528.586, 174450880
528.686, 176252992
528.786, 177015984
528.886, 178432992
528.986, 178977984
529.136, 181100688
529.236, 182189680
529.336, 183268192
529.486, 184246480
529.586, 185442192
529.686, 186637888
529.786, 186683392
529.886, 187986592
530.036, 189549488
530.136, 189941392
530.236, 191176992
530.336, 193532080
530.436, 194794784
530.536, 196815792
530.686, 198330592
530.786, 199444480
530.886, 199737184
530.986, 200957888
531.086, 201498384
531.186, 201959984
531.286, 202931984
531.386, 203175680
531.486, 204578384
531.636, 205981088
531.736, 206520592
531.836, 207946192
531.936, 208808592
532.036, 208700784
532.186, 209799584
532.286, 210680784
532.386, 212419984
532.486, 213387488
532.586, 216840592
532.736, 217282480
532.836, 218462784
532.986, 219545584
533.086, 218784688
533.186, 220188784
533.286, 220724784
533.386, 222975984
533.486, 224267376
533.586, 225448976
533.686, 225879680
533.786, 227481984
533.886, 226521088
534.036, 225986576
534.136, 224810688
534.236, 225986576
534.336, 225345184
534.486, 226629584
534.586, 226414176
534.686, 227697584
534.786, 227377680
534.886, 228337984
534.986, 228124784
535.086, 229189984
535.186, 230258576
535.336, 229404976
535.436, 227377680
535.536, 226630784
535.636, 226950880
535.736, 227057984
535.886, 226737488
535.986, 227910784
536.086, 226310688
536.186, 227804176
536.286, 225347984
536.386, 223745984
536.486, 224176688
536.586, 223433584
536.736, 220015376
536.836, 221817488
536.936, 222474176
537.036, 226098576
537.136, 221075984
537.286, 222143984
537.386, 222797984
537.486, 219038080
537.636, 219481888
537.736, 216056384
537.836, 213464992
537.936, 213906880
538.036, 214641984
538.186, 210772784
538.286, 211448192
538.386, 210682992
538.486, 212837888
538.586, 211003984
538.686, 214561184
538.786, 207452688
538.936, 211357184
539.036, 202847392
539.186, 213079888
539.286, 220348480
539.386, 228117584
539.536, 236262880
539.636, 232063488
539.736, 227163984
539.836, 223536480
539.936, 221732976
540.086, 216707680
540.186, 212303392
540.286, 214133984
540.386, 211784384
540.486, 209968784
540.586, 209221184
540.686, 208454992
540.786, 207279088
540.886, 206295984
541.036, 205846192
541.136, 204537584
541.236, 203168688
541.336, 203085984
541.486, 203489984
541.586, 201535984
541.686, 200035184
541.786, 198504992
541.886, 198748784
541.986, 196358992
542.086, 196497584
542.236, 195145792
542.336, 195500592
542.436, 193534784
542.536, 194320288
542.636, 191994992
542.786, 190957184
542.886, 189952480
542.986, 189414992
543.086, 189199984
543.186, 188984992
543.286, 189522480
543.386, 190059984
543.486, 190167488
543.636, 189844992
543.736, 191242480
543.836, 190957184
543.936, 190274992
544.036, 190167488
544.286, 190634992
544.386, 190420192
544.486, 190382480
544.586, 190812480
544.686, 191242480
544.786, 190382480
544.886, 188407584
544.986, 186942480
545.136, 187479984
545.236, 188272192
545.336, 188554992
545.436, 185932784
545.536, 183736192
545.686, 183089984
545.786, 184426384
545.886, 185394784
545.986, 188164784
546.086, 191852384
546.186, 192460784
546.286, 192066992
546.386, 192388880
546.536, 192603488
546.636, 193105184
546.736, 192138592
546.836, 190274992
546.936, 188662480
547.036, 189238784
547.186, 189775792
547.286, 192281584
547.386, 194534880
547.486, 194642192
547.586, 193676480
547.686, 192925392
547.786, 194889584
547.886, 197063984
548.036, 199661984
548.136, 200491184
548.286, 198563392
548.386, 196497584
548.486, 195318384
548.586, 195961584
548.686, 196175984
548.786, 194675184
548.886, 195243280
549.036, 196390384
549.136, 196314288
549.236, 196956880
549.336, 197492384
549.436, 198456288
549.586, 199233984
549.686, 199875984
549.786, 202706384
549.886, 204842384
549.986, 206571184
550.186, 207191984
550.286, 208509584
550.386, 209895392
550.486, 209042592
550.586, 209665488
550.686, 208705184
550.786, 209558784
550.886, 209362384
551.036, 210428384
551.136, 209452080
551.236, 209895392
551.336, 211828480
551.436, 210854784
551.536, 212693584
551.686, 215034384
551.786, 215140784
551.886, 214502384
551.986, 213863984
552.086, 215779184
552.186, 216320480
552.336, 214715184
552.436, 215257488
552.536, 217603776
552.636, 218990384
552.736, 218864784
552.886, 169414992
552.986, 88227896
553.086, 41589496
553.186, 19212398
553.286, 10509199
553.386, 7609199.5
553.486, 6602099.5
553.636, 6266399.5
553.736, 6159999.5
553.836, 6047999.5
553.936, 6159999.5
554.086, 6165499.5
554.286, 6053399.5
554.486, 6058799.5
554.586, 6170999.5
554.686, 6176499.5
554.836, 6064199.5
555.086, 6176499.5
555.286, 6181999.5
555.386, 6069599.5
555.536, 6181999.5
555.636, 6069599.5
555.736, 6181999.5
555.886, 6187499.5
556.586, 6080399.5
556.686, 6192999.5
556.886, 6080399.5
556.986, 6192999.5
557.136, 6080399.5
557.436, 6085799.5
557.536, 6192999.5
557.686, 6085799.5
557.886, 6198499.5
558.186, 6085799.5
558.486, 6198499.5
558.586, 6091199.5
558.936, 13825199
559.036, 26479198
559.136, 31640398
559.286, 41850596
559.386, 53679596
559.486, 81991992
559.686, 100795192
559.786, 118582088
559.886, 147445696
560.136, 154812896
560.236, 160011984
560.336, 165919984
560.436, 167941488
560.536, 178586688
560.636, 186103984
560.786, 194975280
560.886, 198535984
560.986, 199968992
561.086, 200507984
561.186, 201829792
561.286, 203901984
561.386, 204464992
561.486, 204655184
561.636, 205647488
561.736, 206507488
561.836, 205993184
561.936, 207518192
562.036, 209771488
562.186, 210219184
562.286, 213220784
562.386, 214735488
562.486, 216888992
562.586, 216674992
562.686, 216567984
562.786, 217209984
562.886, 217327680
562.986, 217541488
563.136, 218833184
563.336, 219794384
563.436, 221935984
563.536, 223433584
563.636, 224712784
563.786, 225353984
563.886, 227270384
563.986, 227376784
564.086, 228334384
564.186, 228970176
564.286, 230883584
564.436, 231728384
564.586, 232040688
564.736, 231834576
564.836, 231940784
564.936, 231303584
565.036, 231828480
565.186, 232889488
565.286, 232245984
565.386, 234259984
565.586, 234780288
565.686, 235097984
565.786, 235733376
565.936, 235415680
566.036, 235627488
566.136, 234038976
566.236, 233199984
566.336, 232132784
566.486, 230337984
566.586, 230438384
566.686, 230332480
566.786, 230231984
566.886, 228429984
566.986, 227687984
567.086, 226945984
567.236, 225673984
567.336, 225780784
567.436, 223870976
567.536, 221851776
567.636, 220471184
567.786, 220152576
567.886, 219833984
567.986, 219409184
568.086, 217816176
568.186, 217929376
568.286, 216754192
568.386, 216223184
568.486, 216320480
568.586, 214513392
568.736, 213450384
568.836, 213780592
568.936, 214407088
569.036, 213344080
569.186, 213249584
569.286, 212174784
569.386, 210033584
569.486, 207994480
569.586, 204479984
569.686, 201449584
569.836, 198220784
569.936, 194696384
570.036, 192740688
570.136, 191350992
570.236, 190068192
570.386, 188961984
570.486, 187463984
570.586, 185925584
570.686, 184640384
570.786, 183569392
570.886, 182990384
570.986, 181811184
571.136, 179881584
571.236, 178176592
571.336, 175971984
571.436, 175706384
571.536, 172967488
571.686, 170387488
571.786, 169039584
571.886, 168559984
571.986, 166611888
572.086, 164350192
572.186, 163748192
572.336, 163209184
572.436, 162346784
572.536, 161807792
572.636, 162023392
572.736, 161807792
572.886, 159584096
572.986, 156923984
573.086, 105211192
573.186, 56660996
573.286, 27317498
573.386, 13726799
573.486, 8712599
573.636, 6925399.5
573.736, 6366899.5
573.836, 6148999.5
574.186, 6154499.5
574.686, 6047999.5
574.786, 6159999.5
575.036, 6165499.5
575.136, 6053399.5
575.336, 6165499.5
575.586, 6058799.5
575.686, 6053399.5
575.786, 6170999.5
576.086, 6176499.5
576.836, 6069599.5
576.986, 6176499.5
577.086, 6064199.5
577.186, 6069599.5
577.286, 6181999.5
577.386, 6069599.5
577.486, 6181999.5
577.736, 6069599.5
577.836, 6181999.5
577.936, 8871699
578.036, 17695998
578.136, 27838198
578.286, 37609196
578.386, 55499996
578.486, 81842592
578.586, 100411192
578.686, 106136392
578.786, 110769992
578.886, 109889992
578.986, 115180192
579.136, 120231192
579.236, 118142488
579.336, 114405888
579.436, 120121592
579.536, 127888592
579.686, 135626384
579.786, 141808992
579.886, 144121088
579.986, 140431184
580.086, 139557584
580.186, 139229984
580.286, 138793184
580.436, 139011584
580.536, 140193488
580.686, 140936992
580.836, 141393584
580.936, 142244992
581.036, 142157296
581.136, 142876784
581.236, 143770992
581.386, 144836992
581.486, 110699992
581.586, 57860596
581.686, 28249198
581.886, 13912799
581.986, 8751599
582.086, 6962599.5
582.186, 6401099.5
582.286, 6176499.5
582.436, 6181999.5
582.736, 6069599.5
582.886, 6181999.5
582.986, 6069599.5
583.086, 6074999.5
583.386, 6187499.5
583.886, 6080399.5
583.986, 6192999.5
584.086, 6299999.5
584.186, 16030299
584.286, 28310698
584.386, 40435396
584.486, 54314396
584.586, 70310592
584.686, 88099192
584.836, 106149992
584.936, 124282488
585.036, 136187792
585.136, 142615184
585.286, 146218784
585.386, 146109584
585.486, 147612288
585.586, 149329984
585.686, 150964992
585.786, 152786688
585.886, 154387184
586.036, 155148784
586.136, 160184992
586.236, 159245488
586.386, 161990496
586.486, 171280592
586.586, 184787984
586.786, 183429984
586.886, 183645792
586.986, 184185280
587.086, 183537888
587.186, 183798992
587.286, 185308192
587.386, 186428688
587.586, 188798080
587.786, 187828784
587.886, 189483584
587.986, 190021584
588.086, 191134992
588.186, 191887488
588.336, 193499984
588.436, 194071792
588.536, 195393280
588.636, 196788192
588.786, 198183088
588.886, 199927984
588.986, 201990592
589.086, 203406992
589.186, 203727984
589.336, 204797984
589.436, 204499680
589.536, 205782480
589.636, 207065280
589.786, 207832784
589.986, 208366784
590.086, 208705184
590.186, 209878880
590.286, 210625792
590.486, 210961392
590.586, 211281184
590.736, 210534992
590.836, 212041488
590.986, 211615488
591.086, 210337488
591.236, 210976480
591.336, 210550480
591.486, 211295984
591.586, 211508992
591.686, 211735984
591.786, 213769280
591.886, 215363792
591.986, 215576384
592.086, 215044880
592.236, 214407088
592.336, 213556688
592.436, 214088192
592.536, 212174784
592.636, 210443984
592.736, 208863184
592.886, 208224784
592.986, 206609984
593.086, 205311584
593.186, 203392784
593.286, 199422288
593.386, 198568688
593.486, 196968192
593.636, 195367680
593.736, 194589584
593.836, 192880784
593.936, 191564784
594.036, 189747488
594.136, 188212992
594.286, 186393984
594.386, 186072992
594.486, 183140992
594.686, 180524784
594.786, 178595184
594.886, 176079280
594.986, 172538384
595.186, 169799392
595.336, 167699984
595.436, 165549984
595.536, 163659584
595.636, 163336784
595.786, 160149888
595.886, 156994496
